Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01391440,2,0,,"2,695.00",40,,RATHMINES EAST A,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01321037-26,2,0,,"2,850.00",40,,RATHMINES EAST A,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0619-01484615-25,2,3,,"1,450.00",40,,RATHMINES EAST A,06/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-01000789-25,2,4,,"1,741.00",42,,RATHMINES EAST A,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1018-01403221-25,2,2,E1,"1,172.00",45,,RATHMINES EAST A,10/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01293523-26,2,2,C2,"2,000.00",75,,RATHMINES EAST A,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01062387-25,2,3,E1,"1,833.00",75,,RATHMINES EAST A,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01108218-25,2,3,B3,"3,000.00",74,,RATHMINES EAST A,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1119-01544453-25,2,4,E1,"2,089.00",71,,RATHMINES EAST A,11/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01610246,2,4,B3,"3,100.00",70,,RATHMINES EAST A,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01309082-26,2,3,B3,"2,618.00",70,,RATHMINES EAST A,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01033213-25,2,0,C1,"2,500.00",70,,RATHMINES EAST A,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01142799-25,2,2,C3,"2,363.00",70,,RATHMINES EAST A,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01369653-25,2,4,D1,"1,946.00",70,,RATHMINES EAST A,03/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01265230-25,2,0,F,"1,795.00",70,,RATHMINES EAST A,01/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01790997,2,0,C1,"3,000.00",69,,RATHMINES EAST A,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01170732-25,2,3,C3,"2,375.00",69,,RATHMINES EAST A,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01479374,2,0,E1,"2,600.00",46,,RATHMINES EAST A,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01609308,2,0,F,"1,753.00",48,,RATHMINES EAST A,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01669406,2,4,,"2,600.00",45,,RATHMINES EAST A,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01201343-25,2,0,,"1,910.00",45,,RATHMINES EAST A,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01537399,2,2,D1,"2,400.00",49,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0219-01444384-25,2,2,C2,"1,400.00",65,,RATHMINES EAST A,02/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0219-01444925-26,2,4,G,"1,561.00",65,,RATHMINES EAST A,02/2019,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01782771,2,0,D2,"2,121.00",66,,RATHMINES EAST A,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01569514,2,4,C2,"2,500.00",63,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01076194-25,2,2,D1,"2,123.00",62,,RATHMINES EAST A,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01571160,2,4,,"1,699.00",65,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01418552,2,4,,"1,485.00",65,,RATHMINES EAST A,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00950587-25,2,2,C3,"1,797.00",50,,RATHMINES EAST A,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01299471,2,0,D2,"2,879.00",50,,RATHMINES EAST A,01/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01637779-25,2,4,E1,"2,300.00",50,,RATHMINES EAST A,11/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00975905-25,2,3,E1,"1,730.00",50,,RATHMINES EAST A,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01731256,2,3,D1,"1,975.00",51,,RATHMINES EAST A,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01194845-25,2,4,C3,"2,600.00",53,,RATHMINES EAST A,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01711871,2,4,E2,"2,413.00",53,,RATHMINES EAST A,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01664554,2,0,,"2,060.00",50,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01614503,2,4,C3,"2,500.00",60,,RATHMINES EAST A,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01686606,2,4,D1,"1,996.00",60,,RATHMINES EAST A,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01567856,2,4,D2,"2,472.00",60,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01465184,2,2,D2,"2,287.00",60,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01025849-25,2,4,E1,"2,300.00",60,,RATHMINES EAST A,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01239619-25,2,2,E2,"2,500.00",60,,RATHMINES EAST A,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01104453-25,2,4,C3,"2,200.00",59,,RATHMINES EAST A,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01207373-25,2,2,D2,"2,143.00",59,,RATHMINES EAST A,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01549282,2,2,C3,"2,200.00",55,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0819-01508784-25,2,4,E2,"1,217.25",55,,RATHMINES EAST A,08/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01257435-25,2,4,D2,"2,290.00",56,,RATHMINES EAST A,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01545309,2,4,,"2,500.00",55,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01361217-26,2,4,,"2,400.00",55,,RATHMINES EAST A,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01106298-25,3,5,C3,"3,213.00",100,,RATHMINES EAST A,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01755898,3,3,,"3,550.00",100,,RATHMINES EAST A,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0223-00454378-25,3,0,,"2,778.92",95,,RATHMINES EAST A,02/2023,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01585782,3,5,,"2,438.00",95,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01463140,3,0,,"2,000.00",76,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0719-01499600-25,3,2,,"1,950.00",80,,RATHMINES EAST A,07/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00944501-25,3,0,,"2,300.00",75,,RATHMINES EAST A,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01136644-25,3,6,,"2,811.00",72,,RATHMINES EAST A,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0324-00931602-25,2,0,C3,"1,811.00",85,,RATHMINES EAST A,03/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1218-01424607-25,2,4,D2,"2,538.00",85,,RATHMINES EAST A,12/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01472618,1,0,D2,"1,847.00",42,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01630867,1,2,D1,"1,679.00",38,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-01010067-25,2,0,E1,"1,949.00",85,,RATHMINES EAST A,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01767855,1,2,A2,"2,550.00",55,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01699007,1,2,A2,"2,545.00",55,,RATHMINES EAST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01644280,1,2,A2,"2,570.00",55,,RATHMINES EAST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01587289,1,2,A2,"2,571.00",55,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01532380,1,2,A2,"2,541.00",55,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01517841,1,2,A2,"2,543.00",55,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01491233,1,2,A2,"2,528.00",55,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01482965,1,2,A2,"2,513.00",55,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01454592,1,2,A2,"2,550.00",55,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00943614-25,1,2,F,"1,593.00",35,,RATHMINES EAST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01500949,1,2,E1,"1,834.00",36,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01258707-26,1,2,D2,"2,142.00",37,,RATHMINES EAST B,12/2024,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-01010678-25,1,2,E2,"1,777.00",37,,RATHMINES EAST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01363846-26,1,2,,"1,000.00",35,,RATHMINES EAST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01103206-25,1,0,,"1,645.00",35,,RATHMINES EAST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01208102-25,1,2,D2,"1,697.00",38,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1218-01428173-25,1,2,,936.36,36,,RATHMINES EAST B,12/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00943590-25,1,2,,"1,558.00",36,,RATHMINES EAST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0319-01455631-25,1,2,,650.00,37,,RATHMINES EAST B,03/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01623960,1,0,F,"1,517.00",62,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01796267,1,2,C3,"2,180.00",40,,RATHMINES EAST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01217994-25,1,2,D2,"1,669.00",40,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01036881-25,1,2,D2,"1,500.00",40,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01341700-26,1,2,E1,"2,229.00",42,,RATHMINES EAST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01099342-25,1,2,D2,"2,180.00",43,,RATHMINES EAST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01442493,1,1,,800.00,40,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01320560,1,1,,"1,200.00",40,,RATHMINES EAST B,02/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01327877-25,1,2,,"1,933.00",66,,RATHMINES EAST B,02/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01470855,1,0,,"1,968.00",65,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01211555-25,1,0,,"1,595.00",65,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01490092,1,1,B3,"1,978.00",45,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01019790-25,1,2,C1,"2,061.00",45,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00988570-25,1,2,C3,"1,682.00",45,,RATHMINES EAST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01220802-25,1,2,D2,"2,244.00",45,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0219-01444829-26,1,0,C3,"1,763.00",46,,RATHMINES EAST B,02/2019,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01433881,1,2,D1,"1,268.00",46,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01508775,1,2,F,"1,318.00",46,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00967921-25,1,2,F,"1,683.00",47,,RATHMINES EAST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01238867-25,1,0,B3,"1,700.00",48,,RATHMINES EAST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01317823,1,2,C1,"1,992.00",60,,RATHMINES EAST B,02/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01491262,1,2,C2,"2,088.00",60,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01298449-26,1,2,D1,"2,069.00",60,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00996141-25,1,2,D1,"2,040.00",60,,RATHMINES EAST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01041462-25,1,1,E1,"1,983.00",59,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01596983,1,2,B3,"1,780.00",50,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01496183,1,0,B3,"1,618.00",50,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01418628,1,2,B3,"2,200.00",50,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01221439-25,1,2,B3,"2,000.00",50,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01377324,1,1,C1,"1,866.00",50,,RATHMINES EAST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01187026-25,1,1,C1,"2,318.00",50,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00988592-25,1,2,C1,"2,200.00",50,,RATHMINES EAST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01669935,1,2,C2,"2,275.00",50,,RATHMINES EAST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01517824,1,2,C2,"2,075.00",50,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0819-01506388-25,1,0,C2,"1,974.00",50,,RATHMINES EAST B,08/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01448308,1,2,A2,"2,550.00",55,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01783839,2,2,B1,"2,893.00",80,,RATHMINES EAST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01549327,2,2,B1,"2,120.00",100,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01248140-25,2,2,B1,"2,600.00",82,,RATHMINES EAST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01063902-25,2,4,B1,"3,250.00",95,,RATHMINES EAST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01800266,2,4,B2,"2,650.00",79,,RATHMINES EAST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01755491,2,2,B2,"2,445.00",72,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01744440,2,4,B2,"3,250.00",97,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01626971,2,2,B2,"2,544.00",85,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01585707,2,4,B2,"2,950.00",82,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01044831-25,2,0,B2,"2,300.00",80,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01727447,2,4,B3,"2,763.00",80,,RATHMINES EAST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01142728-25,2,4,B3,"2,390.00",80,,RATHMINES EAST B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01312230-26,2,4,C1,"2,478.00",80,,RATHMINES EAST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01169863-25,2,4,C1,"2,679.00",80,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01064072-25,2,4,C1,"2,199.00",80,,RATHMINES EAST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0320-01583504-26,2,4,C3,"2,496.00",80,,RATHMINES EAST B,03/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01235400-25,2,4,D1,"3,000.00",80,,RATHMINES EAST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01230853-25,2,3,D1,"1,875.00",80,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01701150,2,0,B3,"3,400.00",75,,RATHMINES EAST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01595787,2,0,B3,"2,800.00",75,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01140818-25,2,4,B3,"2,250.36",75,,RATHMINES EAST B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01298219-26,2,4,C1,"2,834.00",75,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01298092-26,2,4,C1,"2,242.24",75,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01688666,2,3,C3,"2,141.00",75,,RATHMINES EAST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01352435-26,2,0,C3,"2,300.00",75,,RATHMINES EAST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01707669,2,0,D1,"2,180.00",75,,RATHMINES EAST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01468251,2,0,B2,"2,184.00",74,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01612085,2,2,C1,"2,022.00",74,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01293452-25,2,2,B2,"1,702.00",70,,RATHMINES EAST B,01/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01713791,2,4,B3,"2,400.00",70,,RATHMINES EAST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01524451,2,4,C1,"2,689.00",70,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00944133-25,2,3,C2,"2,250.00",70,,RATHMINES EAST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01067088-25,2,4,C3,"2,433.00",70,,RATHMINES EAST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0219-01450884-26,2,0,F,"1,749.91",70,,RATHMINES EAST B,02/2019,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00967509-25,2,4,C1,"2,443.00",69,,RATHMINES EAST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01473820,2,2,C3,"2,433.00",71,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01485203,2,2,D2,"2,264.00",71,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01499247,2,4,,"2,274.00",45,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01129583-25,2,4,D1,"2,500.00",45,,PEMBROKE EAST E,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01484617,2,4,D2,"1,800.00",45,,PEMBROKE EAST E,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01130716-25,2,2,D2,"2,520.00",45,,RATHMINES WEST B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01565558,2,2,C1,"2,075.00",44,,PEMBROKE EAST D,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01601225,2,4,C2,"2,791.00",65,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1118-01421953-25,2,4,C2,"2,040.00",65,,RATHMINES EAST B,11/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01592372,2,2,E1,"2,100.00",65,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1018-01408174-25,2,4,F,"1,800.00",65,,RATHMINES EAST B,10/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01537183,2,4,C2,"2,577.00",67,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01609337,2,0,D2,"2,427.00",63,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01517837,2,4,C1,"2,695.00",68,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01326075-26,2,4,C1,"2,686.00",68,,RATHMINES EAST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01235360-25,2,4,C1,"2,891.00",68,,RATHMINES EAST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01081435-25,2,4,C1,"2,674.00",68,,RATHMINES EAST B,07/2024,2025
