Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01445499,2,2,C2,"2,370.00",60,97.00,USHERS C,06/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01123598-25,2,4,C3,"1,851.00",60,97.00,USHERS C,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0721-01768457-25,2,0,C1,"1,652.00",64,95.44,USHERS C,07/2021,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0226-01773881,2,2,C1,"1,785.00",65,94.56,USHERS C,02/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0120-01570735-26,2,4,C1,"1,580.00",55,94.56,USHERS C,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1125-01653158,2,4,C1,"1,668.00",65,94.56,USHERS C,11/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0125-01282035-26,2,0,C3,"2,131.00",64,93.44,USHERS C,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01257317-25,2,0,C3,"1,637.00",64,93.44,USHERS C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0819-01513441-25,2,4,C2,"1,667.00",55,92.56,USHERS C,08/2019,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01495170,2,0,C2,"2,471.00",66,91.67,USHERS C,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0818-01381876-25,1,2,G,667.00,33,,USHERS C,08/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01489129,1,2,B1,"1,795.00",33,,MERCHANTS QUAY A,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0623-00599897-25,1,1,D2,"1,205.00",33,,MERCHANTS QUAY B,06/2023,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01482204,1,2,E1,"1,500.00",33,,USHERS D,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0226-01766708,1,2,F,"1,765.00",33,,MERCHANTS QUAY B,02/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1024-01167545-25,1,2,F,"1,345.00",33,,MERCHANTS QUAY B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01399964,1,2,G,"1,635.00",33,,MERCHANTS QUAY B,04/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01584463,1,2,,"1,400.00",32,,USHERS D,09/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01560712,1,2,,"1,751.00",32,,MERCHANTS QUAY E,09/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01146251-25,1,0,,"1,450.00",32,,MERCHANTS QUAY F,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01569800,1,0,A3,"2,015.00",65,,USHERS A,09/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1123-00784537-25,1,2,A3,"1,943.00",65,,USHERS A,11/2023,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01155084-25,1,0,A2,"2,184.00",67,,USHERS A,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0326-01789719,1,2,A3,"2,200.00",64,,USHERS A,03/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01254892-25,1,0,A3,"1,936.00",64,,USHERS A,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01471835,1,2,A2,"2,150.00",65,,MERCHANTS QUAY B,06/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01258940-25,1,0,C1,"1,941.00",67,,USHERS A,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0624-01045012-25,1,1,B2,"2,469.00",66,,MERCHANTS QUAY C,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0225-01318965,1,2,B2,"1,600.00",65,,KILMAINHAM B,02/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1225-01673903,1,2,D2,"1,950.00",65,,MERCHANTS QUAY A,12/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01506925,1,2,G,"1,800.00",36,,USHERS C,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0225-01322733-26,1,2,,"1,184.00",35,,USHERS C,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0824-01111547-25,1,0,,"1,776.00",35,,USHERS C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0825-01540196,1,1,G,"1,100.00",38,,USHERS C,08/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0226-01744332,1,0,A2,"2,306.00",37,,MERCHANTS QUAY C,02/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01733629,1,0,A2,"2,525.00",37,,MERCHANTS QUAY C,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01551552,1,0,A2,"2,295.00",37,,MERCHANTS QUAY C,09/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0825-01526626,1,0,A2,"2,295.00",37,,MERCHANTS QUAY C,08/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01398414,1,0,A2,"2,295.00",37,,MERCHANTS QUAY C,04/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0824-01092279-25,1,2,C3,"1,543.00",60,,USHERS C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01482617,1,2,D1,"1,733.00",60,,USHERS C,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01732067,1,2,E1,"1,643.00",60,,USHERS C,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01357348-26,1,2,,"1,415.00",60,,USHERS C,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0824-01118511-25,1,2,,"1,285.00",60,,USHERS C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0824-01109165-25,1,2,D1,"1,530.00",39,,USHERS C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1225-01690759,1,2,C3,"1,950.00",43,,USHERS C,12/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0524-00998309-25,1,0,,"1,300.00",40,,USHERS C,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1125-01640608,1,2,C3,"1,875.00",44,,USHERS C,11/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01575971-26,1,1,D2,"2,000.00",44,,USHERS C,09/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0125-01294841-26,1,0,A3,"1,866.00",41,,USHERS A,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01259756-25,1,0,A3,"1,781.00",41,,USHERS A,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1124-01229308-25,1,1,A3,"1,789.00",41,,USHERS A,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01251928-25,1,2,B2,"1,600.00",55,,USHERS C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0418-01333955-25,1,2,D1,"1,687.00",55,,USHERS C,04/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01355101-25,1,2,D2,"1,611.00",55,,USHERS C,03/2025,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0918-01392779-25,1,1,F,"1,266.00",55,,USHERS C,09/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01729223,1,1,,"1,960.00",55,,USHERS C,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01484769,1,2,B3,"1,324.00",45,,USHERS C,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01059897-25,1,2,B3,"1,307.00",45,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0624-01021636-25,1,1,B3,"1,314.00",45,,USHERS C,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0125-01282104-26,1,0,C3,"1,884.00",45,,USHERS C,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01257276-25,1,0,C3,"1,269.00",45,,USHERS C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01247669-25,1,0,C3,"1,691.00",45,,USHERS C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0519-01480024-25,1,2,D2,"1,000.00",45,,USHERS C,05/2019,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0518-01339008-25,1,2,E2,936.00,46,,USHERS C,05/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01062985-25,1,0,A3,"2,160.00",50,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01061482-25,1,0,A3,"2,150.00",50,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01061465-25,1,0,A3,"2,150.00",50,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058810-25,1,0,A3,"2,165.00",50,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058779-25,1,0,A3,"2,150.00",50,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058829-25,1,0,A3,"2,160.00",50,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058792-25,1,0,A3,"2,160.00",50,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1024-01162842-25,1,0,A2,"2,065.00",50,,USHERS C,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0120-01570629-26,1,2,C2,"1,642.00",50,,USHERS C,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01261740-25,1,1,C2,"1,550.00",50,,USHERS C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01737967,2,0,A3,"2,700.00",50,,USHERS C,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01062463-25,2,0,A3,"2,795.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01062349-25,2,0,A3,"2,625.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01061391-25,2,0,A3,"2,900.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01061354-25,2,2,A3,"2,795.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058878-25,2,0,A3,"2,650.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058553-25,2,2,A3,"2,725.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058622-25,2,2,A3,"2,575.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058648-25,2,2,A3,"2,900.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058528-25,2,2,A3,"2,675.00",80,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1225-01692623,2,4,A2,"2,200.00",65,,USHERS C,12/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1025-01596965,2,2,B1,"1,894.00",70,,USHERS C,10/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1025-01607314-25,2,2,B1,"1,600.00",70,,USHERS C,10/2025,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1025-01594529,2,4,B2,"2,300.00",70,,USHERS C,10/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0225-01309279-26,2,4,B2,"2,300.00",70,,USHERS C,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01257342-25,2,0,B2,"1,647.00",70,,USHERS C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0424-00966880-25,2,2,B2,"2,400.00",70,,USHERS C,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0721-01769435-26,2,0,B3,"1,835.00",70,,USHERS C,07/2021,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0719-01500959-25,2,0,B3,"1,918.00",70,,USHERS C,07/2019,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01154454-25,2,3,C3,"1,657.00",70,,USHERS C,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01550901,2,2,D1,"2,346.00",37,,MERCHANTS QUAY E,09/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0220-01576684-26,2,4,C3,"1,655.00",40,,USHERS C,02/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0824-01096663-25,2,0,B2,"1,819.00",65,,USHERS C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0424-00970860-25,2,2,B2,"1,925.00",65,,USHERS C,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0618-01350542-25,2,0,B3,"1,626.00",65,,USHERS C,06/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0721-01769437-26,2,0,B2,"1,835.00",64,,USHERS C,07/2021,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1124-01227838-25,2,0,B2,"1,791.00",64,,USHERS C,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0721-01768472-25,2,3,B3,"1,996.00",64,,USHERS C,07/2021,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0324-00921582-25,2,0,B3,"1,803.00",64,,USHERS C,03/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01140699-25,2,2,D1,"1,226.00",44,,USHERS C,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01507628-25,2,2,,"1,300.00",42,,USHERS C,07/2025,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1125-01666565,2,3,C2,"1,300.00",40,,USHERS D,11/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0424-00946280-26,2,3,D1,"2,000.00",40,,USHERS A,04/2024,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01135728-25,2,3,D2,"2,087.00",40,,PHOENIX PARK,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01709770,2,2,E1,"2,209.00",40,,MERCHANTS QUAY B,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0125-01288675-26,2,2,E1,"1,745.00",40,,USHERS D,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0824-01089025-25,2,2,B3,"1,777.00",41,,MERCHANTS QUAY C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0424-00968356-26,2,2,E2,"2,050.00",39,,USHERS D,04/2024,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01355937,2,0,B2,"1,805.00",63,,USHERS C,03/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01387143-26,2,0,E2,"1,622.00",63,,USHERS C,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0721-01769417-26,2,3,C1,"1,835.00",45,,USHERS C,07/2021,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0125-01288104-26,2,0,C3,"1,768.00",48,,USHERS C,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0525-01416747,2,0,C3,"1,432.00",49,,USHERS C,05/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01067016-25,2,4,,"2,446.00",49,,USHERS C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1225-01678373,2,3,D1,"2,300.00",45,,MERCHANTS QUAY B,12/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0719-01494108-25,2,0,D1,"1,300.00",45,,MERCHANTS QUAY B,07/2019,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01397264,2,3,D1,"2,300.00",45,,MERCHANTS QUAY B,04/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0424-00957187-25,2,4,G,"1,459.00",55,,USHERS C,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01400216,2,0,C3,"1,411.00",52,,USHERS C,04/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01484715,2,0,C1,"1,517.00",51,,USHERS C,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0120-01561149-26,2,2,E1,991.00,51,,USHERS C,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01341601-26,2,4,G,"2,304.00",51,,USHERS C,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0220-01579993-26,2,4,,"1,532.00",55,,USHERS C,02/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01738415,2,0,,"1,518.00",55,,USHERS C,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0326-01790218,2,4,,"2,800.00",50,,USHERS C,03/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0120-01565201-26,2,2,,"1,175.00",50,,USHERS C,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1025-01594584,2,4,,"1,845.00",50,,USHERS C,10/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01135784-25,3,6,A3,"2,850.00",103,,USHERS C,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0320-01589682-26,3,0,B1,"2,093.00",100,,USHERS C,03/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01466367,3,6,B1,"3,350.00",85,,USHERS C,06/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0119-01435452-26,3,0,B2,"1,887.00",100,,USHERS C,01/2019,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0618-01359024-25,3,0,B2,"1,943.00",100,,USHERS C,06/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1218-01428305-25,3,4,B3,"1,710.00",100,,USHERS C,12/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1118-01419415-25,3,0,C1,"2,066.00",100,,USHERS C,11/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01385184,3,4,C3,"2,019.00",100,,USHERS C,04/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01336870-26,3,4,C3,"2,458.00",100,,USHERS C,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0525-01441662,3,0,,"2,200.00",100,,USHERS C,05/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1225-01678552-25,3,3,A3,"2,200.00",75,,MERCHANTS QUAY A,12/2025,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01051364-25,3,3,C3,"2,000.00",70,,USHERS A,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0124-00851762-25,3,3,D2,"1,600.00",70,,MERCHANTS QUAY C,01/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01699923,3,5,F,"2,030.00",70,,MERCHANTS QUAY E,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0121-01711449-25,3,6,C3,"1,741.00",69,,KILMAINHAM C,01/2021,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0121-01717056-26,3,6,D1,"1,772.00",69,,KILMAINHAM C,01/2021,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0125-01291343-26,3,3,B3,"2,100.00",74,,KILMAINHAM C,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1124-01212045-25,3,5,D2,"2,120.00",74,,KILMAINHAM C,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0518-01344818-25,3,6,C2,"1,741.00",75,,KILMAINHAM C,05/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0525-01441073,3,3,C3,"1,900.00",75,,KILMAINHAM C,05/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1224-01248949-25,3,4,,"3,000.00",60,,USHERS C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01402561,3,5,D1,"2,500.00",65,,USHERS F,04/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01584305-26,3,6,,"2,352.00",65,,MERCHANTS QUAY B,09/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1125-01662276,3,3,,"2,700.00",65,,MERCHANTS QUAY E,11/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01459089,3,6,,"3,200.00",65,,KILMAINHAM B,06/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01445793,3,4,,"2,000.00",65,,USHERS A,06/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0425-01385218,3,0,F,"1,755.00",60,,USHERS B,04/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01489260,3,6,,"3,383.00",60,,USHERS B,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01466857-26,3,6,,"2,856.00",60,,USHERS A,06/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1025-01589417,3,6,,"1,922.00",58,,USHERS E,10/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0126-01738811,3,6,,"2,900.00",64,,MERCHANTS QUAY B,01/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0524-00984131-25,3,0,,"2,904.00",55,,USHERS A,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01367043,1,2,B3,"1,733.00",64,,MERCHANTS QUAY A,03/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0524-00980555-25,1,2,B1,"1,795.00",35,,MERCHANTS QUAY A,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01144207-25,1,2,B2,"2,542.00",34,,MERCHANTS QUAY B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01066884-25,1,2,B3,"1,617.00",37,,MERCHANTS QUAY E,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1025-01599308,1,2,C1,"1,200.00",35,,USHERS D,10/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0120-01561422-26,1,0,B1,"1,309.00",62,,KILMAINHAM B,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01131673-25,1,2,B1,"1,295.00",40,,MERCHANTS QUAY D,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1225-01686200,1,1,B2,"1,145.00",40,,MERCHANTS QUAY B,12/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01344715-26,1,1,B3,"1,500.00",40,,KILMAINHAM C,03/2025,2026
